Organization Name,Crunchbase Profile Link,Last Funding Date,Total Funding Amount,Stage Track Stages,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter URL,LinkedIn URL,Number of Employees,Last Funding Amount,Founded Date
Morpheus Space,https://www.crunchbase.com/organization/morpheus-space,"Feb 5, 2026","$44,590,000",Not Started,"Aerospace, Hardware, Satellite Communication","El Segundo, California, United States","Morpheus Space builds modular, scalable satellite propulsion.","3,326",http://www.morpheus.space/,$1M to $10M,"Techstars, Vsquared Ventures, Alpine Space Ventures, European Investment Fund, Lavrock Ventures","Alpine Space Ventures, NASA, Vsquared Ventures",https://x.com/morpheusspace,https://www.linkedin.com/company/morpheus-space,11-50,"$15,000,000",2018
Sidekick,https://www.crunchbase.com/organization/sidekick-2272,"Feb 5, 2026","£19,830,000",Not Started,"Finance, Financial Services, Personal Finance","London, England, United Kingdom",Sidekick offers expertly-managed portfolios for the modern investor.,"3,600",https://www.sidekickmoney.com/,—,"Octopus Ventures, Seedcamp, TheVentureCity, Development Bank of Wales, PactVC","Development Bank of Wales, Eos Venture Partners, Octopus Ventures, PactVC, TheVentureCity",https://x.com/sidekick_money,https://www.linkedin.com/company/sidekick-money,11-50,"£8,000,000",2022
Pay with Spire,https://www.crunchbase.com/organization/buy-it-mobility,"Feb 5, 2026","$32,625,194",Not Started,Financial Services,"New York, New York, United States",Pay with Spire a mobile commerce platform that verifies and authenticates consumers and transactions.,"3,675",https://paywithspire.com/,$1M to $10M,Continental Investment Partners,Continental Investment Partners,,https://www.linkedin.com/company/paywithspire/posts/?feedView=all,11-50,"$10,000,000",2009
NineDot Energy,https://www.crunchbase.com/organization/ninedot-energy,"Feb 5, 2026","$1,085,200,000",Not Started,"Clean Energy, CleanTech, Energy, Energy Efficiency","Brooklyn, New York, United States",NineDot Energy develops battery storage sites and other energy solutions.,"3,835",http://www.nine.energy/,—,"Deutsche Bank, SolaREIT, The Carlyle Group, Natixis Corporate & Investment Banking, First Citizens Bank","CIT Group, Deutsche Bank, First Citizens Bank, Manulife Investment Management, Monarch Private Capital, Natixis Corporate & Investment Banking, NY Green Bank, NYSERDA, SolaREIT, Sumitomo Mitsui Banking Corporation",https://x.com/ninedotenergy,https://www.linkedin.com/company/ninedotenergy,51-100,"$431,000,000",2015
Ondas Networks,https://www.crunchbase.com/organization/ondas-networks,"Feb 5, 2026","$1,997,460,025",Not Started,"Data Center Automation, Drone Management, Drones, Internet, Internet of Things, Wireless","Sunnyvale, California, United States",Ondas Networks is a wireless networking company that designs and manufactures its multi-patented SDR platform.,"4,313",https://www.ondas.com/,$10M to $50M,—,—,https://x.com/OndasHoldings,https://www.linkedin.com/company/ondasnetworks,11-50,"$8,400,025",2006
Tungsten West,https://www.crunchbase.com/organization/tungsten-west,"Feb 5, 2026","£124,315,675",Not Started,"Chemical, Mineral, Mining","London, England, United Kingdom",Tungsten West is a mining development company.,"4,343",https://www.tungstenwest.com/,$1M to $10M,"Export-Import Bank of the United States, Lansdowne Partners, Baker Steel Capital Managers LLP","Export-Import Bank of the United States, Lansdowne Partners",https://x.com/tungstenwest,https://www.linkedin.com/company/tungsten-west-limited/,51-100,"£44,370,000",2019
Lincoln Avenue Communities,https://www.crunchbase.com/organization/lincoln-avenue-capital,"Feb 5, 2026","$96,320,000",Not Started,"Property Management, Real Estate, Service Industry","Santa Monica, California, United States",Lincoln Avenue Capital Management engages in property management and real estate services.,"4,560",https://www.lincolnavenue.com/,$1M to $10M,"JP Morgan Chase, Barings, National Equity Fund, WNC & Associates, Ohio Capital Corporation for Housing","OCFC lending, Ohio Capital Corporation for Housing, SANTA FE COUNTY, WNC & Associates",,https://www.linkedin.com/company/lincolnavenue,51-100,"$51,000,000",2016
Flock AI,https://www.crunchbase.com/organization/flock-ai,"Feb 5, 2026","$6,000,000",Not Started,"Artificial Intelligence (AI), Information Technology, Software","New City, New York, United States","Flock AI provides an AI platform for brands to create custom, on-model images and visuals for beauty and apparel businesses.","4,581",https://www.flockshop.ai/,—,"Work-Bench, beehiiv, January Ventures, Outlander VC, Red Bike Capital",Work-Bench,https://x.com/flock_ai,http://www.linkedin.com/company/flockai,11-50,"$6,000,000",Feb 2022
Connect Music,https://www.crunchbase.com/organization/connect-music,"Feb 5, 2026","$80,000,000",Not Started,"Apps, Mobile, Music","Memphis, Tennessee, United States",Connect Music may distribute an endless amount of music and have the same worldwide exposure as musicians and record labels.,"4,819",https://connectmusic.com/,—,"Variant Investments, Rockmont Partners","Rockmont Partners, Variant Investments",,,—,"$80,000,000",—
Willie's Remedy+,https://www.crunchbase.com/organization/willie-s-remedy-9947,"Feb 5, 2026","$15,000,000",Not Started,"Alternative Medicine, B2C, Brewing, Cannabis, Digital Marketing, E-Commerce, Food and Beverage, Health Care, Plant-Based Foods, Subscription Service","Austin, Texas, United States","Willie's Remedy+ offers hemp-derived THC-infused seltzers, shots, and spirits as low-dose social drink alternatives to alcohol.","5,944",https://www.drinkwillies.com/,—,"Left Lane Capital, Second Sight Ventures",Left Lane Capital,https://www.twitter.com/drinkwillies,,—,"$15,000,000",Mar 2025
Midas,https://www.crunchbase.com/organization/midas-4018,"Feb 5, 2026","$10,000,000",Not Started,"Artificial Intelligence (AI), Training","New York, New York, United States",Midas is an AI infrastructure company that verifies the mathematical correctness of models by checking training data.,"6,089",https://trymidas.ai/,—,"Valor Equity Partners, Nova","Nova, Valor Equity Partners",,,—,"$10,000,000",—
Pluto.markets,https://www.crunchbase.com/organization/pluto-markets,"Feb 5, 2026","$9,500,000",Not Started,"Apps, Financial Services, FinTech, Trading Platform, Wealth Management","Copenhagen, Hovedstaden, Denmark",Next-Gen Investing for 100m Underserved Europeans,"6,405",https://pluto.markets/,$1M to $10M,"Goodwater Capital, Y Combinator, Seed Capital, Unpopular Ventures, Nordic Makers","Magnetic Capital, Seed Capital",,https://www.linkedin.com/company/pluto-markets/,11-50,"$6,000,000",2021
Cadastral,https://www.crunchbase.com/organization/cadastral,"Feb 5, 2026","$9,500,000",Not Started,"Artificial Intelligence (AI), Real Estate, Software","New York, New York, United States",Cadastral is an AI-native software firm that develops vertically tailored intelligence for the commercial real estate industry.,"6,760",https://cadastral.ai/,—,"Navitas Capital, 1Sharpe Ventures, AvalonBay Communities, JLL Spark Global Ventures, Equity Residential",Navitas Capital,,http://linkedin.com/company/cadastral-ai/,1-10,"$9,500,000",2023
Atlas Energy Solutions,https://www.crunchbase.com/organization/atlas-energy-solutions-b74d,"Feb 5, 2026","$1,354,500,005",Not Started,"Industrial, Logistics, Oil and Gas","Austin, Texas, United States",Atlas Energy Solutions produces proppant and provides logistics services for the oil and gas industry.,"7,754",https://atlas.energy/,$1B to $10B,"Eldridge, Stonebriar Commerical Finance","Eldridge, Stonebriar Commerical Finance",,https://www.linkedin.com/company/atlas-energy-solutions,1001-5000,"$375,000,000",2017
microsynetics GmbH,https://www.crunchbase.com/organization/microsynetics-gmbh,"Feb 5, 2026","€8,500,000",Not Started,"Health Care, Information Technology, Software","Soest, Nordrhein-Westfalen, Germany","emergency wristband, SaaS, Elderly Care","9,558",https://www.gardia.net/,—,"BONVENTURE, DvH Ventures, Peak, Amberra, Beurer","DvH Ventures, Peak",,https://www.linkedin.com/company/microsynetics/,11-50,"€8,500,000","Sep 6, 2019"
Veritus,https://www.crunchbase.com/organization/veritus-0e0b,"Feb 5, 2026","$10,100,000",Not Started,"Artificial Intelligence (AI), Finance, FinTech","San Francisco, California, United States",Veritus is a fintech start-up that builds an AI-native platform of intelligent agents for the consumer lending industry.,"9,997",https://www.veritus.com/,—,"Emergence Capital, Threshold, Crosslink Capital, Rebel Fund, SurgePoint Capital","Crosslink Capital, Threshold",https://x.com/veritusagent,https://www.linkedin.com/company/veritus-agent/,11-50,"$10,100,000",2025
Pinwheel Therapeutics,https://www.crunchbase.com/organization/pinwheel-therapeutics,"Feb 5, 2026","$20,000,000",Not Started,"Biopharma, Medical","Stamford, Connecticut, United States",Pinwheel Therapeutics is a Connecticut-based clinical-stage biopharmaceutical company.,"11,311",—,—,108 BioCapital,108 BioCapital,,,—,"$20,000,000",—
Chiral,https://www.crunchbase.com/organization/chiral-da50,"Feb 5, 2026","$15,966,798",Not Started,"Manufacturing, Nanotechnology, Semiconductor, Sensor","Zürich, Zurich, Switzerland",Post-silicon computing with nanomaterials,"11,580",https://www.chiralnano.com/,Less than $1M,"Founderful, Quantonation, Crane Venture Partners, HCVC, Venture Kick","Crane Venture Partners, Founderful, HCVC, Venture Kick",,https://www.linkedin.com/company/chiralnano,1-10,"$12,000,000",2023
Frontier Rare Earths,https://www.crunchbase.com/organization/frontier-rare-earths,"Feb 5, 2026","$20,000,000",Not Started,"Field Support, Mineral, Mining","Luxembourg, Luxembourg, Luxembourg",Frontier Rare Earths is a mineral exploration and development company that specializes in the development of rare earth elements.,"12,009",https://frontierrareearths.com/,$1M to $10M,Industrial Development Corporation,Industrial Development Corporation,https://x.com/frontierre/,,11-50,"$20,000,000",2002
Gold.com,https://www.crunchbase.com/organization/a-mark-precious-metals,"Feb 5, 2026","$150,000,000",Not Started,"Precious Metals, Trading Platform","Santa Monica, California, United States","Gold.com is a global marketplace for integrated alternative assets that provides consumers, collector","13,041",https://www.gold.com/,$1B to $10B,Tether,Tether,,https://www.linkedin.com/company/goldcominc,251-500,"$150,000,000",1965
GFP Real Estate,https://www.crunchbase.com/organization/gfp-real-estate,"Feb 5, 2026","$205,000,000",Not Started,"Leasing, Property Management, Real Estate","New York, New York, United States","GFP Real Estate specializes in real estate development, construction, acquisitions, leasing, assets, and property management services.","14,515",https://www.gfpre.com/,$1M to $10M,Customers Bank,Customers Bank,,https://www.linkedin.com/company/gfp-real-estate/,51-100,"$192,000,000",1952
NuVision,https://www.crunchbase.com/organization/nuvision-2,"Feb 5, 2026","$14,242,380",Not Started,"Biotechnology, Quality Assurance, Therapeutics","Nottingham, Nottingham, United Kingdom",NuVision™ is a biotechnology research and development spin out company from the University of Nottingham,"15,562",http://www.nu-vision.co.uk/,$1M to $10M,"Mercia Ventures, University of Nottingham, Mercia Fund Managers, Pioneer Group, Newable Private Investing","MEIF Proof-of-Concept & Early Stage Fund, Mercia Fund Managers, Mercia Ventures",https://x.com/NuVisBio,https://www.linkedin.com/company/nuvision-ophthalmics-ltd,11-50,"£4,800,000",2015
Fabbrica Italiana Sintetici,https://www.crunchbase.com/organization/fabbrica-italiana-sintetici,"Feb 5, 2026","€770,000,000",Not Started,"Chemical, Industrial, Manufacturing","Montecchio Maggiore, Veneto, Italy",Fabbrica Italiana Sintetici is an Italian company specialized in the production of chemical products for the pharmaceutical industry.,"15,643",https://fisvi.com/,Less than $1M,—,—,,https://www.linkedin.com/company/f-i-s---fabbrica-italiana-sintetici,501-1000,"€770,000,000",1957
MPLX,https://www.crunchbase.com/organization/mplx-lp,"Feb 5, 2026","$11,628,170,000",Not Started,"Energy, Logistics, Oil and Gas","Findlay, Ohio, United States","MPLX owns, leases or has ownership interest in approximately 2,900 miles of pipeline across nine states.","16,663",https://www.mplx.com/,$10B+,"Stonepeak, Energy & Minerals Group, Kayne Anderson Capital Advisors, Magnetar Capital",—,https://x.com/MarathonPetroCo,https://www.linkedin.com/company/marathon-petroleum-company/,5001-10000,"$1,478,170,000",2012
Fund Street Technologies,https://www.crunchbase.com/organization/fund-street-technologies,"Feb 5, 2026","$66,500,000",Not Started,"Direct Marketing, Financial Services, Internet","Miami, Florida, United States",Fund Street Technologies is a technology-driven business financing platform.,"19,133",https://www.fundstreet.tech/,$1M to $10M,—,—,,https://www.linkedin.com/company/fund-street-technologies/,51-100,"$45,500,000",2010
Valinor,https://www.crunchbase.com/organization/valinor-eeee,"Feb 5, 2026","$24,999,980",Not Started,"Finance, Financial Services, Web3","New York, New York, United States",Valinor is a digital investment firm that offers flexible financial capital for fintech companies.,"25,124",https://www.valinordigital.com/,—,—,—,,https://www.linkedin.com/company/valinor-digital/,1-10,"$24,999,980",2025
Anima App,https://www.crunchbase.com/organization/anima-app,"Feb 5, 2026","$12,620,000",Not Started,"Developer Tools, Information Technology, Internet, Product Design, Software, Web Design","New York, New York, United States",Anima is the design-to-code platform.,"26,200",http://www.animaapp.com/,$1M to $10M,"Y Combinator, IBM, Hetz Ventures, MizMaa Ventures, Edward Lando","Hetz Ventures, IBM, MizMaa Ventures, Y Combinator",https://x.com/animaapp,https://linkedin.com/company/anima-app,11-50,—,2017
Khosla Capital,https://www.crunchbase.com/organization/khosla-capital,"Feb 5, 2026","$96,000,000",Not Started,"Consulting, Developer Platform, Real Estate","Englewood, Colorado, United States",The objective of Khosla Capital is to attain higher risk-adjusted returns while maintaining and increasing value.,"26,821",https://khoslacap.com/,—,CBRE Group,CBRE Group,,,1-10,"$96,000,000",Apr 2021
Get Bizzy,https://www.crunchbase.com/organization/bizzy-coffee,"Feb 5, 2026","$8,950,000",Not Started,"Coffee, E-Commerce, Food and Beverage","Minneapolis, Minnesota, United States",Get Bizzy is a coffee brewing company that offers organic cold brew coffee.,"27,824",http://bizzycoffee.com/,$1M to $10M,"SOSV, Bread and Butter Ventures, M25, Bluestein Ventures, Connetic Ventures","Sidekick Partners, SOSV",https://x.com/bizzycoffee,https://www.linkedin.com/company/get-bizzy-inc-,51-100,"$1,800,000","May 1, 2015"
