"Organization Name","Last Funding Date","Total Funding Amount","Stage","Industries","Headquarters Location","Description","CB Rank (Company)","Website","Estimated Revenue Range","Top 5 Investors","Lead Investors"
"Smith Micro Software","Mar 4, 2026","$118,136,195","Not Started","Mobile, Mobile Devices, Software, Video, Wireless","Pittsburgh, Pennsylvania, United States","Smith Micro Software develops mobility solutions that enable broadband connectivity and mobile convergence products over wireless networks.","21,743","http://www.smithmicro.com/","$10M to $50M","Wells Fargo, Timothy Huffmyer, William Smith","Timothy Huffmyer, Wells Fargo, William Smith"
"Des Moines Area Regional Transit Authority","Feb 27, 2026","$20,000,000","Not Started","Transportation","Des Moines, Iowa, United States","Des Moines Area Regional Transit Authority provides various types of Transportation Services to their clients.","22,072","https://ridedart.com/","$1M to $10M","Federal Transit Administration","Federal Transit Administration"
"Funny Water","Mar 4, 2026","$9,996,000","Not Started","Food and Beverage, Retail","Chicago, Illinois, United States","Funny Water is an alcoholic beverage that comes in different flavors.","22,118","https://www.funnywater.com/","$1M to $10M","—","—"
"BEGiN","Feb 10, 2026","$207,289,285","Not Started","Android, Apps, EdTech, E-Learning","New York, New York, United States","BEGiN is an education technology company that creates learning products to bring children quality education.","22,280","https://www.beginlearning.co/","—","Alumni Ventures, Gaingels, Wellington Management, 3one4 Capital, FJ Labs","[212]Media, 3one4 Capital, Advancit Capital, Amanat Holdings, Gerald Hughes, LIQUiDITY Group, Rick Segal"
"Monument Therapeutics","Feb 9, 2026","£5,975,000","Not Started","Biopharma, Biotechnology, Health Care, Life Science, Pharmaceutical","Cambridge, Cambridgeshire, United Kingdom","Monument Therapeutics used digital biomarkers to develop innovative new drugs for neuropsychiatric disorders including schizophrenia","22,528","https://monumenttx.com/","$1M to $10M","SyndicateRoom, ACF Investors, Innovate UK, Cambridge Angels group, O2h Ventures","ACF Investors, Cambridge Angels group, GM&C Life Sciences Fund, Innovate UK, Neo Kuma Ventures, One Mind Accelerator"
"Labiana Life Sciences","Feb 19, 2026","€44,000,000","Not Started","Health Care, Life Science, Veterinary","Terrassa, Catalonia, Spain","Labiana Life Sciences has unique operational flexibility and a great capacity to offer high quality contract manufacturing.","23,159","http://www.labiana.com/","$50M to $100M","Deutsche Bank, Alantra, Andbank, CaixaBank, ICF - Institut Català de Finances","Deutsche Bank"
"GleSYS","Feb 10, 2026","SEK449,735,880","Not Started","Information Technology, Software","Falkenberg, Hallands Lan, Sweden","GleSYS a fast growing provider of dedicated and cloud server solutions to businesses worldwide.","23,181","https://glesys.se/","$1M to $10M","—","—"
"Ruhrbahn","Feb 24, 2026","€11,600,000","Not Started","Information Services, Public Transportation, Service Industry","Essen, Nordrhein-Westfalen, Germany","Ruhrbahn is a transportation company that provides news, information, and facts about local transport in Essen and Mülheim.","23,261","https://www.ruhrbahn.de/","—","Federal Ministry of Transport and Digital Infrastructure","Federal Ministry of Transport and Digital Infrastructure"
"MicroVision","Feb 23, 2026","$414,740,000","Not Started","Consumer Electronics, Laser, Software","Redmond, Washington, United States","MicroVision designs and develops laser retina scan personal displays for electronic and computing products.","23,266","http://www.microvision.com/","$1M to $10M","Wolfspeed, Craig-Hallum Capital Group, Crede CapitalGroup, General Electric Pension Trust, Walsin Lihwa","Azimuth Opportunity, Craig-Hallum Capital Group, Crede CapitalGroup, General Electric Pension Trust, High Trail Capital, Walsin Lihwa, Wolfspeed"
"Cousins Properties","Feb 10, 2026","$3,372,000,000","Not Started","Property Development, Real Estate, Real Estate Investment","Atlanta, Georgia, United States","Cousins Properties is a self-administered and self-managed real estate investment trust.","23,421","https://cousins.com/","$500M to $1B","First Horizon Bank","First Horizon Bank"
"Vedanta Resources","Feb 21, 2026","$5,330,000,000","Not Started","Mining, Natural Resources, Precious Metals, Sustainability","London, England, United Kingdom","Vedanta Resources is a natural resources company that extracts, processes, and supplies metals, power, oil, and gas","23,477","http://www.vedantaresources.com/","$1B to $10B","Deutsche Bank, JP Morgan Chase, Glencore, First Abu Dhabi Bank, Standard Chartered Bank","Glencore, JP Morgan Chase, Oaktree Capital Management, Trafigura"
"Georgia Power Company","Feb 25, 2026","$860,000,000","Not Started","Energy, Hydroelectric","Atlanta, Georgia, United States","Georgia Power provides electric power and energy services to Georgia businesses and residents.","23,504","https://www.georgiapower.com/","$10B+","US Department of Energy","US Department of Energy"
"Culture Fresh Foods","Feb 19, 2026","$20,414,369","Not Started","Food and Beverage, Food Processing, Health Care, Organic Food","Naugatuck, Connecticut, United States","Culture Fresh Foods manufactures Dairy + Non-Dairy products and Beverages.","23,519","http://www.culturefreshfoods.com/","$10M to $50M","CEI Ventures, FreshTracks Capital","CEI Ventures, FreshTracks Capital"
"Metrosert","Feb 6, 2026","€11,400,000","Not Started","Consulting, Test and Measurement, Training","Tallinn, Harjumaa, Estonia","Metrosert maintains Estonia's measurement standards and offers calibration, certification, and precious metal assay services.","24,017","https://www.metrosert.ee/","$1M to $10M","Nordic Investment Bank","Nordic Investment Bank"
"Ultra Clean Holdings","Feb 25, 2026","$800,000,000","Not Started","Automotive, Manufacturing, Product Design, Semiconductor, Supply Chain Management, Telecommunications","Hayward, California, United States","Ultra Clean Holdings provides manufacturing services and products such as semiconductors, thermal control, system integration, ect.","24,213","https://www.uct.com/","$1B to $10B","—","—"
"Performance Food Group","Feb 9, 2026","$2,060,000,000","Not Started","Delivery Service, Food and Beverage, Food Delivery, Food Processing, Meat and Poultry, Snack Food","Richmond, Virginia, United States","Performance Food Group is a foodservice distributor company that offers services for restaurants, businesses, schools, and healthcare firms.","24,519","http://www.pfgc.com/","$10B+","—","—"
"Ampera","Feb 27, 2026","$20,000,000","Not Started","Clean Energy, Energy Efficiency, Nuclear","Palm Beach Gardens, Florida, United States","Ampera is a clean energy company that offers fusion-powered, subcritical breeder reactor system for nuclear energy for the AI era.","24,530","https://www.amperacleanenergy.com/","Less than $1M","—","—"
"ATOMERA INC","Feb 23, 2026","$60,241,772","Not Started","Information Technology, Manufacturing, Semiconductor","Los Gatos, California, United States","Atomera is an engineering company that focused on the development and commercialization of industrial fabrication environment.","25,056","http://atomera.com/","Less than $1M","Liquid Ventures, Taunton Depot, LLC","—"
"Valinor","Feb 5, 2026","$24,999,980","Not Started","Finance, Financial Services, Web3","New York, New York, United States","Valinor is a digital investment firm that offers flexible financial capital for fintech companies.","25,124","https://www.valinordigital.com/","—","—","—"
"NETSTREIT","Feb 11, 2026","$2,172,580,000","Not Started","Leasing, Real Estate, Real Estate Investment","Dallas, Texas, United States","NETSTREIT is an internally-managed real estate investment trust that acquires, owns, and manages a diversified.","25,721","https://www.netstreit.com/","$100M to $500M","Bank of America, Citizens Bank, Comerica Bank, Associated Bank, Stifel Bank & Trust","—"
"NioCorp","Feb 24, 2026","$1,352,090,306","Not Started","Mineral, Mining, Precious Metals","Centennial, Colorado, United States","NioCorp is a resource company that produces niobium, scandium, titanium, and magnetic rare earths to develop a Niobium deposit.","25,840","https://www.niocorp.com/","—","U.S. Department of Defense, Export-Import Bank of the United States, Yorkville Advisors, Mark A. Smith","Export-Import Bank of the United States, Mark A. Smith, U.S. Department of Defense, Yorkville Advisors"
"Inventure","Feb 23, 2026","$6,035,545","Not Started","Health Care, Medical, Pharmaceutical","Southbury, Connecticut, United States","Inventure develops medical imaging devices designed to detect the disease of the patients.","26,029","https://www.inventureimaging.com/","$1M to $10M","—","—"
"Anima App","Feb 5, 2026","$12,620,000","Not Started","Developer Tools, Information Technology, Internet, Product Design, Software, Web Design","New York, New York, United States","Anima is the design-to-code platform.","26,200","http://www.animaapp.com/","$1M to $10M","Y Combinator, IBM, Hetz Ventures, MizMaa Ventures, Edward Lando","Hetz Ventures, IBM, MizMaa Ventures, Y Combinator"
"ProPetro Energy Solutions","Feb 23, 2026","$350,000,000","Not Started","—","Midland, Texas, United States","ProPetro Energy Solutions supplies top-tier upstream oil and gas industries with completion and power services.","26,312","","—","Eldridge","Eldridge"
"Amkor Technology","Feb 12, 2026","$1,727,500,000","Not Started","Electronics, Semiconductor, Wireless","Tempe, Arizona, United States","Amkor is a leading provider of semiconductor assembly and test services to semiconductor companies and electronics OEMs.","26,448","http://www.amkor.com/","$1B to $10B","—","—"
"Khosla Capital","Feb 5, 2026","$96,000,000","Not Started","Consulting, Developer Platform, Real Estate","Englewood, Colorado, United States","The objective of Khosla Capital is to attain higher risk-adjusted returns while maintaining and increasing value.","26,821","https://khoslacap.com/","—","CBRE Group","CBRE Group"
"Seven Hills Realty Trust","Feb 13, 2026","$285,000,000","Not Started","Finance, Real Estate, Real Estate Investment","Newton, Massachusetts, United States","Seven Hills is a real estate finance company focused on originating and investing in first mortgage loans secured by middle market.","26,900","https://sevnreit.com/home/default.aspx","$10M to $50M","—","—"
"Adaptavate","Feb 17, 2026","£7,660,000","Not Started","Building Material, Real Estate","Stonehouse, Gloucestershire, United Kingdom","Adaptavate is focussing on developing and commercialising material solutions that disrupt the conventional construction industry.","26,920","http://www.adaptavate.com/","$1M to $10M","Counteract, Innovate UK, EIC Accelerator, One Planet Capital, Low Carbon Innovation Fund","Counteract, EIC Accelerator, Innovate UK, Low Carbon Innovation Fund, SkreenHouse Ventures, Undivided"
"Pebblebrook Hotel Trust","Feb 12, 2026","$1,797,700,000","Not Started","Hotel, Real Estate, Real Estate Investment","Bethesda, Maryland, United States","Pebblebrook Hotel Trust is an internally managed hotel investment company","27,107","https://pebblebrookhotels.com/","$1B to $10B","Royal Bank of Canada, M&T Bank","—"
"TEA AI","Feb 12, 2026","$10,000,000","Not Started","Artificial Intelligence (AI), Consumer Applications, Dietary Supplements, Digital Media, Health Care, Mobile Apps, Personal Health, Software, Wellness","South San Francisco, Pennsylvania, United States","TEA AI develops consumer AI companions for health, including the Peako calorie tracking and nutrition guidance app.","27,443","","—","Linear Capital, Eminence Ventures","Eminence Ventures, Linear Capital"
"Litherm Technologies","Mar 3, 2026","€6,500,000","Not Started","CleanTech, Manufacturing, Renewable Energy","Wernigerode, Sachsen-Anhalt, Germany","Litherm Technologies is a German deep‑tech startup focused on decarbonizing lime and cement production using fully electric kiln technology.","27,460","https://www.litherm.com/","—","Zeitinger Invest, Breakthrough Energy Ventures, bmp Ventures, Graymont, UnternehmerTUM Funding for Innovators","—"
